name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage,ath_year,ath_month,ath_day
171,3111.69,1398453738,83,1398453738,10727485.0,3124.85,2890.17,183.64,6.2717,89045796.0,6.80046,447451.9288288594,447451.9288288594,1000000000.0,4814.31,-35.09315,1638345830749000000,887.26,252.18593,1655585745957000000,1739400384262000000,7.30213639486036,3,730.213639486036,2021,12,1
139,1.36,1360123179,84,1360123179,11067421.0,1.37,1.28,0.04451019,3.38323,44912256.0,3.41483,1000000000.0,1000000000.0,1000000000.0,4.07,-66.40136,1620830267535000000,0.04515276,2927.01951,1536796800000000000,1739400391284000000,12.60123178774014,2,1260.123178774014,2021,5,12
164,93.35,1357668185,86,1364045418,45637510.0,93.62,85.2,3.65,4.06942,51697587.0,3.95856,14544176.164091088,14612493.0,14612493.0,427.42,-78.09688,1631351700668000000,0.215773,43287.58816,1534982400000000000,1739400384483000000,13.503896361396622,1,1350.3896361396623,2021,9,11
135,0.564694,1357594009,85,5656641706,115926918.0,0.569546,0.52104,0.02107539,3.87687,53164955.0,4.07573,2400000000.0,10000000000.0,10000000000.0,1.45,-61.07479,1733803551093000000,0.497641,13.40709,1739154626108000000,1739400391120000000,7.30213639486036,3,730.213639486036,2024,12,10
128,2920.92,1338822798,87,1338822798,18597639.0,2936.5,2707.15,166.54,6.04625,80195175.0,6.37164,455360.4490881712,455360.9125229668,1000000000.0,4729.53,-38.23407,1711517187333000000,2142.02,36.37788,1702896092686000000,1739400390483000000,7.30213639486036,3,730.213639486036,2024,3,27
225,1.29,1314384338,88,12992718368,239586229.0,1.3,1.19,0.04541438,3.63974,59559539.0,4.74644,1011631515.893162,10000000000.0,10000000000.0,11.74,-88.96801,1710029442330000000,0.973104,33.10223,1694590604064000000,1739400389086000000,7.30213639486036,3,730.213639486036,2024,3,10
81,0.02119468,1247402788,89,2183258941,10090887.0,0.02124717,0.01993211,0.00076164,3.72747,47742862.0,3.9797,58862458911.48003,103023651194.0458,1000000000.0,0.150073,-85.86035,1673320445921000000,0.00827405,156.4619,1697686541663000000,1739400388921000000,7.30213639486036,3,730.213639486036,2023,1,10
217,0.996519,1157070548,90,1157070548,21560179.0,1.002,0.993992,-0.0022755758873773,-0.22783,-1703903.8137004375,-0.14704,1158986196.446378,1158986196.446378,1000000000.0,1.33,-24.7621,1720772939311000000,0.976415,2.15215,1737392835786000000,1739400386518000000,7.30213639486036,3,730.213639486036,2024,7,12
101,0.02310866,1123612002,91,1160276747,83443729.0,0.02321724,0.02114218,0.00095287,4.30079,45218519.0,4.19314,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.51542,1613447612207000000,0.00275026,743.98389,1672346469113000000,1739400389551000000,7.30213639486036,3,730.213639486036,2021,2,16
62,18.8,1080317850,93,1825722417,14953534.0,19.15,17.8,-0.3146761262959856,-1.64624,-11070280.1569252,-1.01433,57103774.56313077,96504599.33609451,1000000000.0,32.38,-41.57881,1615210197935000000,0.671563,2716.9109,1604691100144000000,1739400385285000000,7.30213639486036,3,730.213639486036,2021,3,8
176,0.243321,1078379415,92,2432815851,85181242.0,0.244506,0.218727,0.0152734,6.69745,65833861.0,6.50182,4432638888.0,10000000000.0,1000000000.0,1.14,-78.58183,1710556223904000000,0.095364,155.9743,1697702730655000000,1739400384373000000,7.30213639486036,3,730.213639486036,2024,3,16
85,0.02425183,1046876879,94,1046876926,149226571.0,0.02434732,0.02190093,0.0016087,7.10457,75919298.0,7.81901,42996897981.5305,42996899912.60799,50000000000.0,0.824837,-97.04782,1637888628731000000,0.00013475,17971.10697,1609145208367000000,1739400387641000000,7.30213639486036,3,730.213639486036,2021,11,26
181,96598.0,1027706467,95,1027706467,5097032.0,96982.0,93897.0,1583.43,1.66652,16481204.0,1.62983,10625.38213362784,10625.38213362784,21000000.0,117077.0,-17.45467,1737357349114000000,11402.13,747.57196,1725991123974000000,1739400384617000000,7.30213639486036,3,730.213639486036,2025,1,20
67,0.664182,1011930490,96,1400932123,143147521.0,0.668753,0.614918,0.0351088,5.58104,59652931.0,6.26424,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.0571,1524988233540000000,0.402746,65.95329,1730757359771000000,1739400386475000000,-0.32910904753668174,2,-32.91090475366817,2018,4,29
204,0.40811,1003244390,97,1230543328,134853147.0,0.410073,0.374649,0.01571389,4.0046,43895924.0,4.5756,2445857126.2233224,3000000000.0,3000000000.0,8.4,-95.11642,1637820280957000000,0.02897764,1315.10629,1604505554441000000,1739400386462000000,7.30213639486036,3,730.213639486036,2021,11,25
129,249.95,982076878,98,992933572,50935889.0,251.23,240.44,-0.6888036799283839,-0.27482,-823343.7776455879,-0.08377,3923262.0,3966633.0,3966633.0,363.77,-31.15678,1737285962862000000,8.93,2704.30319,1672346733039000000,1739400390950000000,7.30213639486036,3,730.213639486036,2025,1,19
76,0.00010055,979008325,99,1012183569,199692651.0,0.00010122,8.901e-05,7.51e-06,8.07504,80029087.0,8.90222,9672240831804.0,10000000000000.0,10000000000000.0,0.00034495,-70.63995,1717572359137000000,8.428e-08,120067.95901,1625533880438000000,1739400386528000000,7.30213639486036,3,730.213639486036,2024,6,5
201,0.918332,945814698,100,964465286,35582166.0,0.922343,0.849908,0.051337,5.9212,52983515.0,5.93433,1029926489.567812,1050235684.076553,1000000000.0,9.12,-89.88222,1633308078025000000,0.350476,163.16865,1544140800000000000,1739400386066000000,0.953898378329737,2,95.3898378329737,2021,10,4
75,28.0,931180608,101,2807671285,136930336.0,28.13,24.89,2.7,10.68246,94564262.0,11.30318,33165585.054507963,100000000.0,100000000.0,83.4,-66.40374,1636597201099000000,6.69,318.76709,1697682900861000000,1739400386509000000,7.30213639486036,3,730.213639486036,2021,11,11
221,1.4,914330362,102,1410964418,308146841.0,1.42,1.2,0.071029,5.33944,51009006.0,5.90846,648018015.3461365,1000000000.0,1000000000.0,5.07,-72.32196,1735798538599000000,0.00748604,18626.7982,1706043321653000000,1739400388323000000,7.30213639486036,3,730.213639486036,2025,1,2
96,0.250037,911974506,103,1155225455,47233102.0,0.252455,0.223315,0.01515775,6.45344,60611782.0,7.11938,3631397410.0,4600000000.0,1000000000.0,5.25,-95.19301,1513641600000000000,0.081637,209.05964,1584066161168000000,1739400389492000000,0.9073390504033746,0,90.73390504033746,2017,12,19
102,3.0,881943635,104,3008500320,72349620.0,3.01,2.6,0.385027,14.73959,112335061.0,14.59639,293150587.0,1000000000.0,1000000000.0,6.01,-50.16234,1701965088717000000,1.45,106.35678,1704684883146000000,1739400389674000000,7.30213639486036,3,730.213639486036,2023,12,7
168,2867.96,878979611,106,878979611,4127427.0,2870.19,2672.22,168.84,6.25523,54567976.0,6.61902,304802.4560350579,304802.4560350579,1000000000.0,4207.05,-31.77667,1733517039115000000,2198.04,30.57944,1706256599848000000,1739400383722000000,7.30213639486036,3,730.213639486036,2024,12,6
35,8.91307e-07,877898205,105,881405002,22938665.0,8.92246e-07,8.58912e-07,1.3474e-08,1.53487,11831389.0,1.36611,986061142857000.0,990000000000000.0,990000000000000.0,3.43e-06,-74.00224,1642737631909000000,3.65368e-07,144.15712,1697173841241000000,1739400384166000000,7.30213639486036,3,730.213639486036,2022,1,21
124,1028.96,861749600,107,889503737,116160700.0,1033.11,947.44,71.47,7.46483,61951364.0,7.74587,835767.3438431288,862684.6777999232,1005577.0,6292.31,-83.5809,1620078869333000000,168.36,513.65894,1584391956527000000,1739400390455000000,7.30213639486036,3,730.213639486036,2021,5,3
82,0.536308,841411794,108,841411794,39359494.0,0.536797,0.492925,0.02459515,4.80643,43161191.0,5.40697,1563712953.484012,1563712953.484012,1000000000.0,42.4,-98.73036,1617630550098000000,0.391969,37.3301,1694461266528000000,1739400386684000000,7.30213639486036,3,730.213639486036,2021,4,5
215,19113.57,840134046,109,1923776509,9739558.0,19576.67,18802.04,6.5,0.034,6263042.0,0.75108,43671.083511,100000.0,100000.0,20506.0,-6.71168,1695778185604000000,2038.41,838.46695,1718188362600000000,1739400386264000000,7.30213639486036,3,730.213639486036,2023,9,27
227,698.25,831359099,110,831359099,641010946.0,705.19,627.18,55.15,8.57564,63399251.0,8.25554,1187366.054144496,1187366.054144496,1000000000.0,789.32,-11.26612,1733308540754000000,23.6,2867.38662,1600955320532000000,1739400389157000000,7.30213639486036,3,730.213639486036,2024,12,4
138,11.72,828500711,111,1174678450,41254869.0,11.73,10.7,0.759798,6.93157,57274310.0,7.42639,70530000.0,100000000.0,1000000000.0,198.38,-94.09173,1515974400000000000,0.078349,14859.77956,1477008000000000000,1739400391219000000,324.58896233969614,2,32458.89623396961,2018,1,15
38,41.03,816300214,112,816303946,29480071.0,41.17,38.32,1.62,4.11347,36389748.0,4.66589,19824131.25,19824240.625,21000000.0,489.75,-91.58775,1618592944630000000,21.43,92.20618,1686371532266000000,1739400383780000000,7.30213639486036,3,730.213639486036,2021,4,16
104,214.29,813807024,113,813807024,11140583.0,215.25,205.89,-0.5161504943533259,-0.24029,14172501.0,1.77237,3789741.439219344,3789741.439219344,1000000000.0,309.67,-30.80137,1737285748048000000,114.32,87.45013,1722857781655000000,1739400389528000000,7.30213639486036,3,730.213639486036,2025,1,19
105,0.134639,788955017,114,788955042,22509823.0,0.134934,0.128924,0.00413283,3.16678,25916722.0,3.39652,5856641747.106198,5856641936.044253,1000000000.0,0.406698,-67.12888,1733184692242000000,0.113064,18.2397,1730756765335000000,1739400389570000000,7.30213639486036,3,730.213639486036,2024,12,3
15,97634.0,786497604,115,786497604,184423268.0,98431.0,93906.0,1976.84,2.06659,16758896.0,2.17722,8047.51705678,8047.51705678,1000000000.0,108397.0,-9.26498,1737364313545000000,49594.0,98.31805,1722864613831000000,1739400382714000000,7.30213639486036,3,730.213639486036,2025,1,20
172,1.26,782830385,116,1263873755,31465818.0,1.27,1.13,0.113017,9.86345,73282933.0,10.32812,619389698.9641546,1000000000.0,1000000000.0,4.45,-71.57976,1711429958487000000,0.196601,543.37363,1669059391487000000,1739400383850000000,7.30213639486036,3,730.213639486036,2024,3,26
162,0.214539,781964863,117,2157151123,40185485.0,0.215728,0.194461,0.01370645,6.8248,54061035.0,7.42695,3624988786.43857,10000000000.0,10000000000.0,1.2,-82.04827,1710572475357000000,0.171792,25.01675,1738967581993000000,1739400383678000000,7.30213639486036,3,730.213639486036,2024,3,16
148,0.02338601,761506637,118,1130196286,226947075.0,0.02469039,0.0189818,0.00238243,11.34299,79452134.0,11.64894,32612721993.242672,48402437326.51888,48402437326.51888,0.184139,-87.2982,1653651924820000000,0.0007055,3215.22888,1697055122910000000,1739400384767000000,7.30213639486036,3,730.213639486036,2022,5,27
152,2.58,753029080,119,980195081,736088450.0,2.73,1.9,0.624293,31.9833,184893560.0,32.54392,291323932.0261286,379207513.7929145,450000000.0,43.96,-94.117,1619777302934000000,0.194441,1230.19429,1604413774165000000,1739400390406000000,7.30213639486036,3,730.213639486036,2021,4,30
213,0.999208,740759172,120,740759172,8962172.0,1.002,0.995314,-0.0014034539300444,-0.14026,-723733.6192700863,-0.09761,739848621.1161304,739848621.1161304,1000000000.0,1.052,-4.86423,1698101125398000000,0.928067,7.82155,1655655311558000000,1739400386664000000,7.30213639486036,3,730.213639486036,2023,10,23
173,0.789855,740351744,121,740351744,41127071.0,0.795426,0.649864,0.065626,9.06153,69831889.0,10.41459,930993088.596461,930993088.596461,1000000000.0,1.72,-54.09394,1737319574970000000,0.00131808,59897.18398,1707073939110000000,1739400386496000000,7.30213639486036,3,730.213639486036,2025,1,19
59,0.558868,721340231,122,1251821300,202563223.0,0.563135,0.50008,0.02446754,4.5785,34464227.0,5.01753,1282528021.0,2225712397.437977,3303030299.0,15.37,-96.33484,1597363200000000000,0.180354,212.39134,1722858086119000000,1739400385669000000,7.30213639486036,3,730.213639486036,2020,8,14
200,2895.79,715721786,123,715721786,5630833.0,2913.59,2850.16,-2.454728550211712,-0.0847,3348705.0,0.47008,246524.33,246524.33,1000000000.0,2933.01,-1.00542,1739240855898000000,1447.84,100.54161,1584625541821000000,1739400386582000000,7.30213639486036,3,730.213639486036,2025,2,11
23,4.48,712584913,124,1213391780,44523843.0,4.49,4.23,0.208125,4.86929,35332416.0,5.21702,158562081.7070611,270000000.0,270000000.0,164.9,-97.27434,1636226969482000000,0.123718,3532.89375,1604649943662000000,1739400383771000000,7.30213639486036,3,730.213639486036,2021,11,6
127,2921.73,687590516,125,687590516,6401617.0,2934.41,2715.81,164.38,5.96164,39722439.0,6.13125,234925.3483295421,234925.3483295421,1000000000.0,4298.87,-33.19946,1734375450480000000,2476.46,15.95859,1730757340653000000,1739400390384000000,7.30213639486036,3,730.213639486036,2024,12,16
33,0.264846,680456661,126,680456661,3546817.0,0.265978,0.247604,0.01055845,4.15217,28622752.0,4.39111,2564000000.0,2564000000.0,1000000000.0,0.480585,-44.75444,1733632658676000000,0.04955727,435.74726,1655585787223000000,1739400383609000000,7.30213639486036,3,730.213639486036,2024,12,8
136,23.91,669730096,128,669730096,29817574.0,23.98,22.05,1.009,4.4031,29992412.0,4.68824,27921977.0,27921977.0,31415926.0,545.64,-95.60504,1637663606737000000,6.51,268.55555,1602035093554000000,1739400386032000000,7.30213639486036,3,730.213639486036,2021,11,23
92,3.77,668757863,127,840685181,8271028.0,3.86,3.59,-0.0048058420748935,-0.12732,766915.0,0.11481,177394590.4600469,223000000.0,223000000.0,54.88,-93.10467,1636758505301000000,0.113248,3241.30652,1587169150902000000,1739400388905000000,7.30213639486036,3,730.213639486036,2021,11,12
112,2772.89,657407221,129,657203606,875726384.0,2781.38,2575.67,160.32,6.13654,39616516.0,6.41261,236783.2303869936,236709.8927126763,1000000000.0,4096.05,-33.78775,1733516767826000000,2160.5,25.53038,1725656552860000000,1739400390490000000,7.30213639486036,3,730.213639486036,2024,12,6
161,0.01038234,654609612,130,798983395,135704945.0,0.01046944,0.00935462,0.00043444,4.36716,31424443.0,5.04255,62860396090.0,76724221271.99486,88888888888.0,0.068447,-84.77138,1734440722873000000,0.00934174,11.57976,1739138737812000000,1739400383338000000,7.30213639486036,3,730.213639486036,2024,12,17
30,5.97,645912811,131,3004061919,288324822.0,6.09,5.44,0.203369,3.52874,27748050.0,4.48878,107513853.0594515,500033853.5431175,1000000000.0,14.83,-59.54177,1738851361862000000,4.79,25.27506,1739156482311000000,1739400387902000000,7.30213639486036,3,730.213639486036,2025,2,6
188,0.248022,640350437,133,2479982766,74228383.0,0.248844,0.227361,0.01308238,5.56839,33123262.0,5.45484,2582076157.577993,10000000000.0,10000000000.0,4.41,-94.3707,1708430713556000000,0.192648,28.96993,1738548654316000000,1739400385318000000,7.30213639486036,3,730.213639486036,2024,2,20
63,0.342381,639570262,132,750901910,66491568.0,0.343796,0.315015,0.01693212,5.20271,31962102.0,5.26031,1868010000.70193,2193179327.320146,2193179327.320146,5.85,-94.12796,1637834658534000000,0.00923681,3619.49539,1509408000000000000,1739400385269000000,16.11902670763287,2,1611.902670763287,2021,11,25
8,0.836212,638036436,135,1250324816,38107173.0,0.837719,0.748713,0.04575473,5.78838,34736890.0,5.75782,761633490.32918,1492531146.42326,1000000000.0,2.32,-63.87541,1733580038622000000,1.861e-05,4497402.83671,1697505830860000000,1739400381452000000,7.30213639486036,3,730.213639486036,2024,12,7
236,0.574615,633489134,134,633489134,345964089.0,0.582425,0.426131,0.0439011,8.27208,46147088.0,7.85694,1099999184.221421,1099999184.221421,1099999958.01,2.47,-77.27369,1735800696053000000,0.010189,5398.36168,1730646563068000000,1739400381672000000,7.30213639486036,3,730.213639486036,2025,1,2
83,0.995199,632662220,136,632662220,9154109.0,1.001,0.978617,-0.0019656915533072,-0.19713,942828.0,0.14925,634433438.165934,634433438.165934,1000000000.0,1.14,-12.39623,1612702535766000000,0.874536,14.24091,1678521039316000000,1739400388246000000,7.30213639486036,3,730.213639486036,2021,2,7
18,9.6,628339400,137,628339400,64870833.0,9.61,8.79,0.27902,2.99356,18493806.0,3.03254,65454185.5381511,65454185.5381511,66000000.0,89.24,-89.22681,1636085682689000000,0.298788,3117.49288,1580453256543000000,1739400382686000000,11.972543926599386,2,1197.2543926599387,2021,11,5
247,0.997353,621850017,138,621850017,119559.0,1.003,0.991832,-0.0031390434944099,-0.31375,-1941180.2354336977,-0.31119,624387634.3147511,624387634.3147511,1000000000.0,1.057,-5.48091,1733521343559000000,0.944423,5.81447,1738788654140000000,1739400386394000000,7.30213639486036,3,730.213639486036,2024,12,6
241,0.616337,617653659,139,617653659,583468707.0,0.630577,0.561824,-0.0051236887487088,-0.82446,-6101309.664200664,-0.97816,998926392.0,998926392.0,998926392.0,4.83,-87.22937,1711877698366000000,0.00155464,39538.88705,1702451630873000000,1739400386102000000,7.30213639486036,3,730.213639486036,2024,3,31
50,0.06461,610740198,140,610745992,92469319.0,0.06496,0.057902,0.0061968,10.60862,62388683.0,11.3775,9402435153.0,9402524345.0,1000000000.0,0.878633,-92.60688,1615622661200000000,0.00410887,1480.92983,1569628800000000000,1739400385270000000,1.9368069519940514,2,193.68069519940514,2021,3,13
154,3.68,606935671,141,952216239,114464068.0,3.7,3.33,0.04930377,1.35791,9045295.0,1.51287,164731609.4572796,258446028.2446348,258446028.2446348,7.5,-50.68615,1712823936646000000,0.03377729,10854.8517,1668456958336000000,1739400382650000000,7.30213639486036,3,730.213639486036,2024,4,11
77,0.598558,600124631,142,600124631,202747708.0,0.601548,0.487495,0.03876547,6.92498,34644799.0,6.12662,999995328.401604,999995328.401604,1000000000.0,2.48,-76.46498,1737319267782000000,0.02002855,2812.85748,1730274964381000000,1739400386944000000,7.30213639486036,3,730.213639486036,2025,1,19
150,2915.58,599602507,143,599602507,39331142.0,2940.87,2876.92,4.63,0.15893,-4007025.302280069,-0.66384,205123.827,205123.827,1000000000.0,2945.24,-0.75632,1739240851986000000,1399.64,108.83648,1574046575959000000,1739400387250000000,7.30213639486036,3,730.213639486036,2025,2,11
240,0.808616,595725357,145,595727234,49401522.0,0.814964,0.729505,0.059699,7.97141,48095853.0,8.78255,732646138.4314383,732648447.5003961,1000000000.0,4.52,-82.09682,1709849951131000000,0.61662,31.19623,1738548663593000000,1739400386952000000,7.30213639486036,3,730.213639486036,2024,3,7
157,0.32968,593758039,144,3296815434,8736162.0,0.331586,0.300945,0.02062706,6.67429,36910708.0,6.62851,1801004791.3914285,10000000000.0,10000000000.0,2.92,-88.62976,1640570914307000000,0.00314376,10447.43559,1557446400000000000,1739400390593000000,124.35354487140152,2,12435.354487140152,2021,12,27
54,0.120228,593451969,146,674475541,54003333.0,0.120851,0.109441,0.00577668,5.04727,31097118.0,5.5298,4921764189.177008,5593729130.145668,1000000000.0,1.7,-92.90477,1616816615178000000,0.02199898,448.56575,1672388190345000000,1739400386345000000,7.30213639486036,3,730.213639486036,2021,3,27
153,0.998475,590438604,147,590438604,42467120.0,1.007,0.993554,-0.0024535011874445,-0.24512,7026605.0,1.2044,589270550.553564,589270550.553564,1000000000.0,1.021,-2.06162,1698101097056000000,0.959426,4.19704,1733437873430000000,1739400382529000000,7.30213639486036,3,730.213639486036,2023,10,23
243,2737.4,588864680,148,6158652759,47589.0,2744.07,2563.2,125.47,4.80371,19615129.0,3.44579,214530.7585333891,2243675.472874383,1000000000.0,5307.23,-48.42072,1722960990007000000,2155.76,26.98237,1707391590368000000,1739400385898000000,7.30213639486036,3,730.213639486036,2024,8,6
16,2768.18,577895022,149,576259757,622463458.0,2794.46,2555.76,158.65,6.07946,24326547.0,4.3945,208517.8457387176,207927.8044542563,1000000000.0,4097.16,-33.23638,1733516545030000000,2161.12,26.57368,1725656679238000000,1739400383180000000,7.30213639486036,3,730.213639486036,2024,12,6
28,0.01084884,572452734,150,665984728,43467165.0,0.01089171,0.00970457,0.00086709,8.68671,49039504.0,9.36918,52561007898.0,61148853857.0,61148853857.0,0.04416304,-75.40265,1710067222381000000,0.0043383,150.3961,1698567614064000000,1739400384020000000,7.30213639486036,3,730.213639486036,2024,3,10
244,94052.0,564663844,151,564663844,131678.0,95355.0,90597.0,3400.45,3.75111,21301427.0,3.9203,5996.02134993,5996.02134993,1000000000.0,107240.0,-14.02858,1734448092148000000,48890.0,88.57783,1722864681320000000,1739400383139000000,7.30213639486036,3,730.213639486036,2024,12,17
170,0.9993,563877964,152,563877964,3554849.0,1.007,0.984557,0.00054239,0.05431,5305508.0,0.94983,563354892.2341074,563354892.2341074,1000000000.0,1.022,-1.92906,1738248761281000000,0.979619,2.30133,1731595688660000000,1739400384227000000,7.30213639486036,3,730.213639486036,2025,1,30
95,29.33,549086660,154,2877566454,56266.0,29.97,28.05,0.784877,2.7497,16628645.0,3.123,18700000.0,98000000.0,100000000.0,29.97,-2.62476,1739392595044000000,2.16,1248.98985,1730233686400000000,1739400389360000000,7.30213639486036,3,730.213639486036,2025,2,12
197,0.00703641,547844742,155,704091612,3583085.0,0.00715796,0.0067952,-4.6354658694962e-05,-0.65447,-1516086.0669298172,-0.27597,77808730200.74,100000000000.0,1000000000.0,0.064483,-89.02808,1620693144043000000,6.474e-05,10828.94494,1584066287992000000,1739400386039000000,6.036413273078729,2,603.6413273078729,2021,5,11
12,0.758735,547338652,153,758665902,105925775.0,0.762736,0.694566,0.050544,7.13713,36944420.0,7.23841,721448863.0,1000000000.0,1000000000.0,26.7,-97.14774,1651182261164000000,0.482009,57.97744,1722840311515000000,1739400383946000000,7.30213639486036,3,730.213639486036,2022,4,28
107,0.503166,546663612,156,546663612,46738159.0,0.505408,0.466726,0.02903257,6.12329,33475802.0,6.52311,1082853808.0,1082853808.0,1000000000.0,9.12,-94.46183,1630321802948000000,0.247359,104.19459,1722839254050000000,1739400389634000000,7.30213639486036,3,730.213639486036,2021,8,30
122,0.00599766,540838905,157,540838905,1570500.0,0.0064148,0.00568952,-0.0003631468159098,-5.70913,-32909443.570296645,-5.73587,89999918509.65903,89999918509.65903,90000000000.0,0.00923668,-35.78525,1737135669740000000,3.4e-06,174343.01647,1724434470905000000,1739400390538000000,7.30213639486036,3,730.213639486036,2025,1,17
242,2.705e-05,537245244,158,537246938,25413002.0,2.708e-05,2.54e-05,8.63202e-07,3.29694,17240761.0,3.3155,19824242172583.0,19824304672583.0,21000000000000.0,0.00038001,-92.8664,1630775371137000000,1.847e-05,46.77187,1626814186212000000,1739400385678000000,7.30213639486036,3,730.213639486036,2021,9,4
226,0.185385,532574170,159,1862345610,48372752.0,0.186233,0.167791,0.01142257,6.56612,36111239.0,7.2737,2859695683.0,10000000000.0,10000000000.0,1.66,-88.81944,1712144795308000000,0.158932,16.61764,1738910748628000000,1739400388719000000,7.30213639486036,3,730.213639486036,2024,4,3
53,58.98,528265396,160,595574477,85016529.0,59.72,54.55,2.84,5.0497,30295218.0,6.08374,8869846.119822735,10000000.0,10000000.0,910.54,-93.44161,1620786548794000000,25.74,131.99766,1686413705289000000,1739400385634000000,7.30213639486036,3,730.213639486036,2021,5,12
5,0.45727,527513380,161,531721597,30879917.0,0.480844,0.403019,-0.0215808973685964,-4.50681,-21458058.615271628,-3.90878,1147403329.169904,1156556694.285722,1000000000.0,2.65,-82.69994,1617450934211000000,0.01099588,4070.72081,1694632842446000000,1739400381717000000,7.30213639486036,3,730.213639486036,2021,4,3
55,0.553679,520195073,162,1161846461,42832800.0,0.556982,0.521751,0.00991588,1.82357,9873288.0,1.93472,940235815.1333368,2100000000.0,2100000000.0,6.14,-90.97702,1675860939828000000,0.334237,65.85186,1698974455441000000,1739400384944000000,7.30213639486036,3,730.213639486036,2023,2,8
29,0.075091,519146938,163,745773006,4072287.0,0.075978,0.074578,-0.000659028554415,-0.87,-3997486.593640387,-0.76413,6913573387.141611,9931593593.391611,1000000000.0,0.450785,-83.28187,1545004800000000000,0.00027519,27286.17817,1572606312090000000,1739400383123000000,-0.6996361162229927,2,-69.96361162229927,2018,12,17
234,32.61,518657287,164,518669218,42127446.0,33.35,30.78,-0.4398266790130876,-1.33074,-6023355.882383883,-1.148,15895165.7905448,15895531.4155448,21000000.0,3191.93,-98.97436,1477699200000000000,16.08,103.59195,1720153349321000000,1739400389062000000,7.30213639486036,3,730.213639486036,2016,10,29
169,0.00923335,512328876,165,927206531,37514319.0,0.00926116,0.00827809,0.00051473,5.90379,31490838.0,6.54916,55255097920.0,100000000000.0,100000000000.0,0.117424,-92.11377,1618595102062000000,0.00121354,663.07897,1584356948151000000,1739400383658000000,7.393950218041234,2,739.3950218041234,2021,4,16
