name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage,ath_year,ath_month,ath_day
195,1.43,504880802,166,611004736,183107353.0,1.44,1.32,0.079269,5.85046,28228941.0,5.92234,352032408.0,426028218.0,500000000.0,20.87,-93.08832,1621384209436000000,0.00851264,16843.0406,1569628800000000000,1739400386547000000,36.74180048355295,2,3674.1800483552947,2021,5,19
64,0.200856,504769439,167,2019077755,37136514.0,0.202935,0.169128,0.01543205,8.3226,41534176.0,8.96611,2500000000.0,10000000000.0,10000000000.0,0.341085,-41.63845,1737231757904000000,0.01073218,1754.81684,1728912898507000000,1739400385419000000,7.30213639486036,3,730.213639486036,2025,1,18
9,2.0,495177587,168,496868820,9594408.0,2.0,1.84,0.081141,4.23548,20969132.0,4.42192,247443076.710739,248288195.807791,388539008.0,8.07,-75.18622,1617735588484000000,0.164994,1114.41183,1669062653727000000,1739400384182000000,7.30213639486036,3,730.213639486036,2021,4,6
11,0.00585473,494865961,170,585564626,27122030.0,0.00587634,0.0055256,0.00022652,4.02474,19104599.0,4.01558,84231346590.2867,99669205039.99,99669205039.99,0.120813,-95.13734,1623859421147000000,0.00140933,316.84327,1697132443384000000,1739400382184000000,7.30213639486036,3,730.213639486036,2021,6,16
21,97755.0,494139343,171,494145141,36140603.0,97855.0,94126.0,1704.68,1.77478,6717708.0,1.37821,5047.1310792,5047.19029763,1000000000.0,108820.0,-10.02678,1737357745522000000,7806.11,1154.25756,1677819702603000000,1739400383642000000,7.30213639486036,3,730.213639486036,2025,1,20
209,0.995764,493417041,169,493417041,42213352.0,1.004,0.984855,-0.0015175393045542,-0.15217,-549182.00076437,-0.11118,495516083.0,495516083.0,1000000000.0,1.62,-38.2835,1535316069375000000,0.88355,13.05411,1584010071380000000,1739400386587000000,7.30213639486036,3,730.213639486036,2018,8,26
239,97473.0,487366150,172,487366150,1041.76,97670.0,93903.0,2391.43,2.51513,11207859.0,2.35381,5000.0,5000.0,1000000000.0,104078.0,-6.34554,1738622167016000000,86592.0,12.56546,1738548643764000000,1739394841858000000,7.30213639486036,3,730.213639486036,2025,2,3
2,0.01092254,481793645,173,1079405684,28399979.0,0.01120531,0.01019099,0.00041117,3.91168,20703088.0,4.49003,44110025195.95,98823661261.46,100000000000.0,0.01647294,-33.73294,1555673287342000000,3.8e-06,286802.22938,1665455538937000000,1739400391065000000,3.5510595617725165,2,355.10595617725164,2019,4,19
46,0.468554,466272070,174,466272070,5070270.0,0.468041,0.417607,0.00374905,0.80659,1316889.0,0.28323,998922002.907972,998922002.907972,1000000000.0,0.804342,-42.11456,1734403834546000000,0.0005008,92871.55943,1596992970174000000,1739400384394000000,7.30213639486036,3,730.213639486036,2024,12,17
88,179.58,465501725,175,539276763,10236355.0,179.97,172.12,5.02,2.87762,14391558.0,3.19025,2589589.0,3000000.0,3000000.0,644.2,-72.08438,1636392809302000000,6.88,2512.29662,1584066251825000000,1739400388267000000,7.30213639486036,3,730.213639486036,2021,11,8
134,2.05,460106792,176,2052594733,38070386.0,2.06,1.85,0.146306,7.69191,32939650.0,7.71119,224158614.61680183,1000000000.0,1000000000.0,4.17,-50.82541,1737117979818000000,0.713151,187.57979,1732499743353000000,1739400390971000000,7.30213639486036,3,730.213639486036,2025,1,17
44,0.04577143,457499224,177,457499224,44983918.0,0.04622383,0.0412246,0.00218193,5.00564,23862004.0,5.50276,9909947996.696636,9909947996.696636,9999998988.0,0.234204,-80.45503,1733070678357000000,0.00084753,5301.01862,1709196024951000000,1739400383526000000,7.30213639486036,3,730.213639486036,2024,12,1
246,97551.0,456060670,178,456060670,6847925.0,98282.0,94468.0,1922.1,2.00997,17535639.0,3.99878,4641.7331569,4641.7331569,1000000000.0,108501.0,-9.4182,1737364227997000000,10104.3,872.67293,1600819200000000000,1739400387590000000,7.30213639486036,3,730.213639486036,2025,1,20
198,8.233e-05,453809923,179,537511534,54042606.0,8.291e-05,7.419e-05,7.19e-06,9.56841,43753356.0,10.67008,5491620434275.009,6504505900673.323,1000000000.0,119.18,-99.99993,1649161498854000000,9.99967e-07,8166.38334,1652409280340000000,1739400385924000000,7.30213639486036,3,730.213639486036,2022,4,5
6,4.55506e-07,451615623,180,456124143,30511859.0,4.57031e-07,4.4534e-07,3.429e-09,0.75847,3681315.0,0.82184,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,-93.94143,1630800647823000000,2.98737e-07,52.71376,1686371405717000000,1739400382317000000,7.30213639486036,3,730.213639486036,2021,9,5
131,0.368292,449144201,182,449268695,27695961.0,0.370163,0.339817,0.02047975,5.88816,26896704.0,6.36989,1214332102.840039,1214668690.840039,1000000000.0,9.09,-95.92735,1622511757064000000,0.292578,26.53632,1738548657535000000,1739400380135000000,7.30213639486036,3,730.213639486036,2021,6,1
165,85.75,447428969,183,860440325,681473.0,86.04,82.78,1.52,1.80378,8851433.0,2.01821,5200000.0,10000000.0,10000000.0,105.74,-18.90141,1731339352890000000,0.228366,37451.44284,1710842903098000000,1739400383337000000,7.30213639486036,3,730.213639486036,2024,11,11
22,0.489677,447384771,181,582465233,18042392.0,0.49143,0.441481,0.04054629,9.02773,38165685.0,9.32647,914097791.449871,1190094562.711256,1000000000.0,2.64,-81.43193,1709284805541000000,0.312911,56.88901,1698338119041000000,1739400383093000000,7.30213639486036,3,730.213639486036,2024,3,1
185,2745.96,445703435,184,445703435,6137177.0,2766.33,2554.7,175.96,6.84662,30406475.0,7.32162,161179.7194666344,161179.7194666344,1000000000.0,3453.2,-22.79705,1737317176641000000,2329.53,14.44244,1738548936824000000,1739400384821000000,7.30213639486036,3,730.213639486036,2025,1,19
69,1.78,438577652,185,3062260282,138740546.0,1.8,1.52,0.131339,7.97283,52762949.0,13.67572,244494078.4888257,1707119601.650353,1000000000.0,5.65,-68.4954,1734407130422000000,1.52,17.06304,1739377878419000000,1739400387132000000,7.30213639486036,3,730.213639486036,2024,12,17
191,2770.85,422498456,186,422503661,397038.0,2768.38,2569.27,157.96,6.04532,18961170.0,4.69874,152313.0431343561,152314.919495202,1000000000.0,4099.87,-34.54044,1734375445332000000,2170.26,23.66039,1725657909839000000,1739400385313000000,7.30213639486036,3,730.213639486036,2024,12,16
45,0.998675,418973636,187,418975082,31407751.0,1.003,0.996209,-0.0017933738570868,-0.17925,-356677.81934028864,-0.08506,419454086.667607,419455534.950368,1000000000.0,1.028,-2.80225,1713077414967000000,0.975633,2.39609,1709142028349000000,1739400386225000000,7.30213639486036,3,730.213639486036,2024,4,14
52,3021.84,416452687,190,1130741598,12181329.0,3025.31,2808.63,175.53,6.16674,24096808.0,6.14157,137646.4522757197,373734.0982232124,1000000000.0,4434.57,-31.64863,1734375335938000000,1036.96,192.30642,1668037543665000000,1739400384922000000,7.30213639486036,3,730.213639486036,2024,12,16
68,7.62,415914952,188,846210119,9886058.0,7.63,6.93,0.324531,4.44954,16586854.0,4.15369,54611462.7623,111111111.0,111111111.0,28.0,-72.7368,1710739582707000000,1.19,540.38912,1684979417283000000,1739400389660000000,7.30213639486036,3,730.213639486036,2024,3,18
233,0.112957,415879987,189,2376457071,57075429.0,0.113013,0.101115,0.00662789,6.2334,24466173.0,6.25072,3675000000.0,21000000000.0,21000000000.0,0.320983,-65.29383,1718610280385000000,0.08305,34.1374,1722840342754000000,1739400389059000000,7.30213639486036,3,730.213639486036,2024,6,17
210,0.981596,410681172,191,985674476,28310549.0,0.985706,0.888224,0.068273,7.47519,30046866.0,7.89389,416649900.0,1000000000.0,1000000000.0,2.72,-63.77366,1670801146205000000,0.00277641,35402.14668,1591694106983000000,1739400387435000000,7.30213639486036,3,730.213639486036,2022,12,11
4,0.40491,409243927,192,409243927,207971968.0,0.412956,0.265147,0.097837,31.86118,101859113.0,33.13733,999995987.652153,999995987.652153,999998319.33,0.623197,-36.61597,1737516928203000000,0.03048132,1195.90049,1734060916421000000,1739400381778000000,7.30213639486036,3,730.213639486036,2025,1,22
145,24.87,407864453,193,526149120,848752.0,25.03,24.26,-0.0200133615355504,-0.08039,2226619.0,0.54892,16376217.36631088,21125480.02884733,21125480.02884733,1415.26,-98.2313,1619308800000000000,7.54,231.82594,1669480586296000000,1739400381637000000,7.30213639486036,3,730.213639486036,2021,4,25
211,0.99735,407092460,194,407092460,9676274.0,1.025,0.970706,-0.0093634441213745,-0.9301,-1676275.32789284,-0.41008,406046631.5607005,406046631.5607005,1000000000.0,1.072,-7.00302,1738549654840000000,0.88965,12.10725,1738549049569000000,1739400386618000000,7.30213639486036,3,730.213639486036,2025,2,3
90,1.075,404031677,195,404031677,613.56,1.084,1.069,-0.0022532279763209,-0.20926,-327529.98277777433,-0.081,375525781.512949,375525781.512949,1000000000.0,1.1,-2.47853,1734702659534000000,1.026,4.86633,1733437880475000000,1739400388587000000,7.30213639486036,3,730.213639486036,2024,12,20
159,2773.87,403020921,196,403022537,35967361.0,2777.6,2568.8,161.63,6.18749,31514834.0,8.48299,145071.4459826733,145072.0276184515,1000000000.0,4090.99,-34.34224,1734375455001000000,2162.83,24.19178,1725656778843000000,1739400386088000000,7.30213639486036,3,730.213639486036,2024,12,16
41,1.0,399719362,197,399719362,0.0,1.0,1.0,0.0,0.0,399719362.0,0.0,399719362.18,399719362.18,1000000000.0,1.0,0.0,1739336410912000000,1.0,0.0,1739339110196000000,1739400301833000000,7.30213639486036,3,730.213639486036,2025,2,12
220,5.03,394997064,198,395000376,64589.0,5.03,4.59,0.271618,5.71301,22137825.0,5.93731,78400110.85082024,78400768.33349565,83540184.0,6.74,-25.46459,1733391419103000000,0.00177843,282368.61834,1606625859065000000,1739400387885000000,7.30213639486036,3,730.213639486036,2024,12,5
89,1.58,387919377,199,1590452154,35608033.0,1.6,1.44,0.064385,4.2462,16467150.0,4.43318,243905091.0,1000000000.0,1000000000.0,3.89,-60.83825,1731068765892000000,0.654959,132.72818,1730128848857000000,1739400388305000000,7.30213639486036,3,730.213639486036,2024,11,8
1,0.275064,386338803,200,414151474,37468628.0,0.27631,0.257171,0.01094078,4.1423,16757698.0,4.53424,1399266311.376045,1499999999.997,1499999999.997,8.65,-96.80674,1635323094808000000,0.214183,28.98725,1725412021297000000,1739400391287000000,7.30213639486036,3,730.213639486036,2021,10,27
147,1.073,380315115,201,385097020,1068321.0,1.087,1.069,-0.004202631758688,-0.39003,1254708.0,0.331,351310075.9176829,355727285.8528192,1000000000.0,1.26,-14.62221,1711517048110000000,0.934184,15.43348,1705232450825000000,1739400381735000000,7.30213639486036,3,730.213639486036,2024,3,27
184,2914.0,379105428,202,379105428,2408806.0,2933.65,2704.48,167.25,6.08892,22023752.0,6.16771,129275.9061724453,129276.8806652068,1000000000.0,4275.3,-31.80248,1734375455904000000,1537.24,89.66725,1697132252660000000,1739400384959000000,7.30213639486036,3,730.213639486036,2024,12,16
72,99276.0,372757562,203,372757562,1863119.0,99874.0,94112.0,4042.52,4.24486,17836544.0,5.0255,3749.94957601,3749.94957601,1000000000.0,109069.0,-9.84695,1737357058883000000,58795.0,67.24082,1728584981489000000,1739400385985000000,7.30213639486036,3,730.213639486036,2025,1,20
84,2749.19,369861080,207,369861080,1397035.0,2713.64,2576.89,140.43,5.38293,18353662.0,5.22142,134534.8706062647,134534.8706062647,1000000000.0,4084.25,-32.56067,1733517811342000000,1137.25,142.19794,1669170333267000000,1739400386475000000,7.30213639486036,3,730.213639486036,2024,12,6
174,0.68423,369777503,204,684172708,35974544.0,0.739857,0.561732,0.104987,18.12496,56615929.0,18.07882,540473917.0,1000000000.0,1000000000.0,3.56,-80.7075,1713856217083000000,0.515333,33.2149,1738548684630000000,1739400388826000000,7.30213639486036,3,730.213639486036,2024,4,23
203,0.00123293,365479701,206,365479701,521668.0,0.00123974,0.00107297,8.066e-05,7.00031,26392633.0,7.78344,294000136793.5213,293999753587.842,333333333333.0,0.00132623,-6.64165,1739270563215000000,2.17e-06,56993.93416,1701825933453000000,1739400386053000000,7.30213639486036,3,730.213639486036,2025,2,11
240,0.809817,364774949,208,364774949,37432023.0,0.813802,0.723965,0.061791,8.2605,28560818.0,8.49483,448552239.81523407,448552239.81523407,1000000000.0,27.86,-97.07992,1632965023570000000,0.642404,26.6393,1738551438317000000,1739400386174000000,7.30213639486036,3,730.213639486036,2021,9,30
193,2995.23,363394953,205,363405085,306266.0,3018.22,2783.12,176.51,6.2622,20887252.0,6.09833,121323.095741077,121326.478319651,1000000000.0,4395.57,-31.40964,1734374757408000000,1535.26,96.37989,1697131537017000000,1739400385374000000,7.30213639486036,3,730.213639486036,2024,12,16
248,0.359449,360788812,210,360788812,756845.0,0.361149,0.305554,0.03990629,12.48858,42099735.0,13.21029,999453281.979899,999453281.979899,999500000.0,0.443032,-20.01203,1735677073386000000,0.00142393,24786.8597,1733305203945000000,1739400388627000000,7.30213639486036,3,730.213639486036,2024,12,31
3,0.363867,357258944,209,357258944,13309681.0,0.399921,0.360444,-0.0304232243089956,-7.71595,-38889806.84686768,-9.81697,1000000000.0,1000000000.0,1000000000.0,0.544605,-32.18028,1738680452692000000,0.03751432,884.5568,1731313553573000000,1739400391436000000,7.30213639486036,3,730.213639486036,2025,2,4
194,1.047,356776625,211,357221860,53767641.0,1.052,0.930523,0.087111,9.07868,31988456.0,9.84902,339466216.9903987,339889850.0887736,339889850.0887736,28.53,-96.31099,1613265158505000000,0.0347864,2925.77742,1546732800000000000,1739400389107000000,1.093248104581748,2,109.3248104581748,2021,2,14
163,3.36,355956839,212,363722657,118855756.0,3.67,3.11,0.073755,2.24156,9587067.0,2.76787,105520297.0,107822406.0,1000000000.0,100.22,-96.62785,1515196800000000000,0.783142,331.55676,1584066177149000000,1739400383422000000,10.21361562675994,2,1021.361562675994,2018,1,6
57,0.83878,355513799,213,505368327,11802550.0,0.848172,0.78264,0.02359252,2.89412,12122832.0,3.53033,422084779.0,599999997.0,1000000000.0,8.67,-90.27666,1615694062148000000,0.128298,556.7254,1697688652176000000,1739400385214000000,7.30213639486036,3,730.213639486036,2021,3,14
132,8.93859e-07,350560257,215,350560257,19535780.0,8.97511e-07,7.81499e-07,6.3213e-08,7.61011,25993044.0,8.00852,390567524379062.56,390567524379062.56,420690000000000.0,4.02e-06,-77.71118,1733543746658000000,4.526e-09,19678.10124,1690218657805000000,1739400390848000000,7.30213639486036,3,730.213639486036,2024,12,7
178,0.00467659,347819695,218,352493568,2401699.0,0.00478127,0.00437395,-1.181953617118e-05,-0.2521,-1113837.542768538,-0.31921,74417870353.0,75417870353.0,76715880000.0,0.00895508,-47.67717,1733399453994000000,0.00013847,3283.83938,1697768736411000000,1739400384504000000,7.30213639486036,3,730.213639486036,2024,12,5
219,0.00402814,347011518,217,347042523,28514931.0,0.00416111,0.00376088,6.037e-05,1.52139,5560051.0,1.62836,86146795806.0,86154492816.0,1000000000.0,0.04671227,-91.36617,1535510446956000000,0.00015238,2546.79181,1584353664544000000,1739400389859000000,7.30213639486036,3,730.213639486036,2018,8,29
114,3.12,346602181,216,3118248143,71196181.0,3.13,2.77,0.214498,7.38693,24540618.0,7.61985,111152854.20763355,1000000000.0,1000000000.0,7.47,-58.17638,1733494552674000000,2.29,36.48664,1738548680249000000,1739400389963000000,7.30213639486036,3,730.213639486036,2024,12,6
205,0.050388,345830553,219,345892580,5819645.0,0.051124,0.04756925,-0.0006228920328225,-1.2211,-2076417.1723366976,-0.59683,6840713528.0,6841940464.0,1000000000.0,0.68159,-92.59611,1623221455818000000,0.00090804,5457.49057,1584066637972000000,1739400386010000000,7.30213639486036,3,730.213639486036,2021,6,9
111,21.25,342991222,220,343034055,17884219.0,21.3,19.41,1.36,6.8173,22814109.0,7.12547,16099848.72548207,16101859.29128504,1000000000.0,621.71,-96.57399,1621314281858000000,0.876572,2329.88421,1579029620768000000,1739400389869000000,7.30213639486036,3,730.213639486036,2021,5,18
100,0.0344793,342280502,221,342280502,40515270.0,0.03457719,0.03343363,0.00016065,0.46812,3014983.0,0.88868,9900000000.0,9900000000.0,9900000000.0,0.193254,-82.1109,1617597263454000000,0.00476275,625.87165,1589004534872000000,1739400389670000000,7.30213639486036,3,730.213639486036,2021,4,5
24,0.01599673,340613183,214,1599673405,426224069.0,0.01828807,0.00992928,0.00585506,57.73271,123781712.0,57.0866,21292670212.0,100000000000.0,100000000000.0,0.01828807,-11.19169,1739321146101000000,0.00401252,304.76631,1739225187822000000,1739400383080000000,7.30213639486036,3,730.213639486036,2025,2,12
192,0.752134,339793372,222,752261674,31085702.0,0.751733,0.677576,0.02012039,2.74864,9662312.0,2.92681,451694843.416917,999998077.4169172,999998077.4169172,4.74,-84.15942,1617176335006000000,0.070397,966.91297,1697682023295000000,1739400385347000000,7.30213639486036,3,730.213639486036,2021,3,31
61,27.89,339357708,223,339373079,68431580.0,27.95,26.02,0.782805,2.8879,10751419.0,3.27182,12142255.14005012,12142805.1254075,18920000.0,1493.59,-98.1317,1513728000000000000,0.213899,12945.75182,1392336000000000000,1739400385362000000,7.30213639486036,3,730.213639486036,2017,12,20
175,0.672424,337157098,224,337157098,12590597.0,0.6743,0.628324,0.02829176,4.39223,16155162.0,5.03273,500000000.0,500000000.0,500000000.0,4.19,-83.89322,1612895434250000000,0.269235,150.51334,1655172410102000000,1739400383854000000,7.30213639486036,3,730.213639486036,2021,2,9
237,1966.83,335177473,225,335177473,0.0,1967.32,1894.03,38.8,2.01241,7432030.0,2.26762,170372.43301227,170377.51667939,1000000000.0,2187.46,-10.0635,1737364213583000000,91.15,2058.31066,1584356957436000000,1739400332038000000,7.30213639486036,3,730.213639486036,2025,1,20
123,3.46,329288961,226,1450927056,44805080.0,3.54,3.35,0.090814,2.69581,9485716.0,2.96611,94954334.0,418391834.0,1000000000.0,5.85,-40.83112,1712700639934000000,0.04218457,8111.80266,1574661585392000000,1739400391020000000,7.30213639486036,3,730.213639486036,2024,4,9
32,1.001,324199232,227,324199232,26629402.0,1.011,0.99488,-0.0008532558943759,-0.08521,346540.0,0.10701,323477997.5096949,323477997.5096949,1000000000.0,1.064,-5.92116,1698101126927000000,0.954278,4.89832,1700588976929000000,1739400386949000000,7.30213639486036,3,730.213639486036,2023,10,23
222,0.77673,323920534,228,416806656,2782597.0,0.797052,0.744528,-0.0082540343865642,-1.05149,-2625200.160025239,-0.80393,417057949.6551715,536651773.9026076,590000000.0,24.71,-96.85227,1637516024178000000,0.128398,505.81886,1624366369089000000,1739400388286000000,7.30213639486036,3,730.213639486036,2021,11,21
42,0.146245,322060544,229,438810638,30809651.0,0.146864,0.131844,0.00996546,7.31252,21670922.0,7.21427,2201819071.299467,3000000000.0,3000000000.0,5.02,-97.07801,1676396035928000000,0.109611,33.72177,1722864641661000000,1739400384012000000,7.30213639486036,3,730.213639486036,2023,2,14
141,0.00312235,321356274,230,321356274,73545645.0,0.00313504,0.00275038,0.00028554,10.06565,31008878.0,10.67992,102456957077.5639,102456957077.5639,1000000000.0,0.02836145,-88.99276,1717351238587000000,0.00236798,31.83426,1738551339524000000,1739400391283000000,7.30213639486036,3,730.213639486036,2024,6,2
158,97650.0,319106811,231,319106811,13950896.0,97768.0,94615.0,1854.96,1.93639,1675744.0,0.52791,3263.08520441,3263.08520441,1000000000.0,108124.0,-9.86366,1737364645063000000,49937.0,95.16126,1722863996346000000,1739400383022000000,7.30213639486036,3,730.213639486036,2025,1,20
26,1.892e-09,316898529,232,804387234,69704318.0,2.003e-09,1.481e-09,3.45906e-10,22.38007,61881562.0,24.26566,1.6546431437985178e+17,4.2e+17,4.2e+17,6.498e-09,-70.48038,1733815564687000000,9.4771e-11,1923.95102,1623206901787000000,1739400383304000000,7.30213639486036,3,730.213639486036,2024,12,10
93,0.00177848,316473445,233,316473445,26418792.0,0.00179274,0.00166477,0.00010309,6.1529,18140326.0,6.08056,177619433541.1413,177619433541.1413,1000000000.0,0.03126682,-94.30007,1617638692608000000,0.0002202,709.3537,1584066181612000000,1739400389394000000,1.834479059398289,1,183.4479059398289,2021,4,5
87,0.03294639,316284338,234,316284338,14198958.0,0.03541687,0.03074508,-0.0022377504007704,-6.36011,-22379817.150424182,-6.60826,9604136902.35,9604136902.35,10000000000.0,0.095127,-65.37046,1735921560996000000,1.244e-05,264660.72761,1707247397592000000,1739400387986000000,7.30213639486036,3,730.213639486036,2025,1,3
160,0.317252,315707069,236,315707069,117989783.0,0.318937,0.241766,0.054632,20.80263,56243683.0,21.67692,979978669.96,979978669.96,979978694.0,2.05,-84.54138,1731858659669000000,0.00379728,8264.75682,1704468864842000000,1739400383199000000,7.30213639486036,3,730.213639486036,2024,11,17
143,0.04662877,315602469,237,468962913,28806182.0,0.04667626,0.04232085,0.00293536,6.71809,21917649.0,7.46298,6729795897.58809,10000000000.0,10000000000.0,0.597347,-92.1815,1642217471062000000,0.03200566,45.92274,1606410552182000000,1739400391338000000,7.30213639486036,3,730.213639486036,2022,1,15
19,0.04150302,315288076,235,346735434,22907781.0,0.04160051,0.03850554,0.00211236,5.36259,16493477.0,5.52001,7596965621.0,8354699638.0,1000000000.0,0.421574,-90.12632,1642426476289000000,0.03269521,27.3117,1665666341982000000,1739400384295000000,7.30213639486036,3,730.213639486036,2022,1,17
130,28.13,309523754,238,309530556,33705.0,30.08,27.52,-0.5635666711544758,-1.96433,-5263093.131601095,-1.67195,10974250.1569404,10974491.3069404,20000000.0,38.81,-27.33422,1738328815142000000,0.298733,9340.71688,1575504000000000000,1739400390700000000,7.30213639486036,3,730.213639486036,2025,1,31
119,8.09,309156078,239,309156078,33312805.0,8.12,7.53,0.190169,2.40819,9452400.0,3.15392,38030750.39912712,38030750.39912712,38030750.39912712,99.03,-91.79909,1636477124554000000,0.354051,2193.79055,1572130749500000000,1739400390291000000,7.30213639486036,3,730.213639486036,2021,11,9
235,0.01556121,304676688,240,315381913,23907662.0,0.01561542,0.01426929,0.00080577,5.46083,17265724.0,6.00733,19522675574.44501,20208631000.15501,21000000000.0,0.255376,-93.8852,1620322425940000000,0.00239616,551.69803,1584066175161000000,1739400389087000000,-0.3361475730359472,1,-33.61475730359472,2021,5,6
65,0.00298613,299575211,242,299575211,10157688.0,0.00298921,0.00272637,6.112e-05,2.0894,7094123.0,2.4255,100000000000.0,100000000000.0,100000000000.0,0.0099237,-69.928,1733933138574000000,0.0018022,65.58975,1722840306508000000,1739400386930000000,7.30213639486036,3,730.213639486036,2024,12,11
117,3009.15,299101136,241,299101136,29139.0,3016.28,2786.4,185.34,6.56351,18208808.0,6.48249,99395.90135863166,99395.90135863166,1000000000.0,4332.67,-30.41234,1733516840677000000,1384.61,117.75141,1678447572210000000,1739400390008000000,7.30213639486036,3,730.213639486036,2024,12,6
140,0.00648034,299065182,243,303719905,14551702.0,0.00650889,0.00594901,0.00020472,3.26215,11686018.0,4.06641,45941091212.78746,46656129443.54248,1000000000.0,0.04370633,-85.10632,1617210539155000000,0.00197892,228.94098,1671287157243000000,1739400391130000000,-0.3519659002695278,2,-35.19659002695278,2021,3,31
186,2839.17,297078630,244,297078630,239268.0,2846.09,2674.76,121.35,4.46482,13134607.0,4.62577,104400.8879555,104400.8879555,1000000000.0,4228.59,-32.85697,1733517155136000000,2141.29,32.59285,1702904748125000000,1739400384954000000,7.30213639486036,3,730.213639486036,2024,12,6
109,0.295389,294025310,245,294025310,30839644.0,0.385363,0.202627,0.08,37.14236,75973954.0,34.84223,1000000000.0,1000000000.0,1000000000.0,0.385363,-24.51053,1739324495719000000,0.0085598,3298.54325,1737396278640000000,1739400389794000000,7.30213639486036,3,730.213639486036,2025,2,12
27,0.192736,288955612,246,289794401,27749904.0,0.193141,0.17848,0.01312105,7.30509,20956277.0,7.81953,1495658356.9526055,1500000000.0,1500000000.0,1.9,-89.83716,1638059031354000000,0.072394,166.80516,1500163200000000000,1739400383392000000,-0.5542871078358399,1,-55.42871078358399,2021,11,28
238,0.00319717,285522469,248,285522469,24340819.0,0.00321214,0.00290778,0.00016714,5.51596,16357825.0,6.07726,88888888888.88,88888888888.88,88888888888.88,0.01288153,-75.18442,1731859384829000000,0.00091206,250.48497,1711504558952000000,1739400384555000000,7.30213639486036,3,730.213639486036,2024,11,17
187,3049.61,284815522,247,284815051,246299.0,3062.96,2850.69,141.83,4.87763,12198297.0,4.47451,93642.51967123704,93642.36466752968,1000000000.0,7545.09,-59.6109,1676533896849000000,1147.58,165.54872,1671796257675000000,1739400384870000000,7.30213639486036,3,730.213639486036,2023,2,16
0,0.334705,283961477,249,334703710,34732973.0,0.335195,0.304116,0.02415705,7.77885,20581215.0,7.81426,848396562.906836,1000000000.0,1000000000.0,2.5,-86.57844,1515801600000000000,0.120667,177.73084,1584066469563000000,1739400391236000000,5.973016031307938,2,597.3016031307938,2018,1,13
126,0.997987,280520849,250,280520849,5631452.0,1.01,0.983372,-0.0034981802173309,-0.3493,1958601.0,0.70311,278758304.759875,278758304.759875,1000000000.0,1.26,-21.08987,1711517008006000000,0.869914,14.74609,1710493998491000000,1739400390391000000,7.30213639486036,3,730.213639486036,2024,3,27
