id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,3021.84,416452687,190,1130741598,12181329.0,3025.31,2808.63,175.53,6.16674,24096808.0,6.14157,137646.4522757197,373734.0982232124,,4434.57,-31.64863,2024-12-16T18:55:35.938Z,1036.96,192.30642,2022-11-09T23:45:43.665Z,,2025-02-12T22:46:24.922Z
echelon-prime,prime,Echelon Prime,7.62,415914952,188,846210119,9886058.0,7.63,6.93,0.324531,4.44954,16586854.0,4.15369,54611462.7623,111111111.0,111111111.0,28.0,-72.7368,2024-03-18T05:26:22.707Z,1.19,540.38912,2023-05-25T01:50:17.283Z,,2025-02-12T22:46:29.660Z
zksync,zk,ZKsync,0.112957,415879987,189,2376457071,57075429.0,0.113013,0.101115,0.00662789,6.2334,24466173.0,6.25072,3675000000.0,21000000000.0,21000000000.0,0.320983,-65.29383,2024-06-17T07:44:40.385Z,0.08305,34.1374,2024-08-05T06:45:42.754Z,,2025-02-12T22:46:29.059Z
trust-wallet-token,twt,Trust Wallet,0.981596,410681172,191,985674476,28310549.0,0.985706,0.888224,0.068273,7.47519,30046866.0,7.89389,416649900.0,1000000000.0,,2.72,-63.77366,2022-12-11T23:25:46.205Z,0.00277641,35402.14668,2020-06-09T09:15:06.983Z,,2025-02-12T22:46:27.435Z
ai-rig-complex,arc,AI Rig Complex,0.40491,409243927,192,409243927,207971968.0,0.412956,0.265147,0.097837,31.86118,101859113.0,33.13733,999995987.652153,999995987.652153,999998319.33,0.623197,-36.61597,2025-01-22T03:35:28.203Z,0.03048132,1195.90049,2024-12-13T03:35:16.421Z,,2025-02-12T22:46:21.778Z
olympus,ohm,Olympus,24.87,407864453,193,526149120,848752.0,25.03,24.26,-0.020013361535550445,-0.08039,2226619.0,0.54892,16376217.36631088,21125480.02884733,21125480.02884733,1415.26,-98.2313,2021-04-25T00:00:00.000Z,7.54,231.82594,2022-11-26T16:36:26.296Z,,2025-02-12T22:46:21.637Z
usdb,usdb,USDB,0.99735,407092460,194,407092460,9676274.0,1.025,0.970706,-0.009363444121374576,-0.9301,-1676275.32789284,-0.41008,406046631.5607005,406046631.5607005,,1.072,-7.00302,2025-02-03T02:27:34.840Z,0.88965,12.10725,2025-02-03T02:17:29.569Z,,2025-02-12T22:46:26.618Z
hashnote-usyc,usyc,Hashnote USYC,1.075,404031677,195,404031677,613.56,1.084,1.069,-0.002253227976320993,-0.20926,-327529.98277777433,-0.081,375525781.512949,375525781.512949,,1.1,-2.47853,2024-12-20T13:50:59.534Z,1.026,4.86633,2024-12-05T22:31:20.475Z,,2025-02-12T22:46:28.587Z
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),2773.87,403020921,196,403022537,35967361.0,2777.6,2568.8,161.63,6.18749,31514834.0,8.48299,145071.4459826733,145072.0276184515,,4090.99,-34.34224,2024-12-16T18:57:35.001Z,2162.83,24.19178,2024-09-06T21:06:18.843Z,,2025-02-12T22:46:26.088Z
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,1.0,399719362,197,399719362,0.0,1.0,1.0,0.0,0.0,399719362.0,0.0,399719362.18,399719362.18,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2025-02-12T22:45:01.833Z
verus-coin,vrsc,Verus,5.03,394997064,198,395000376,64589.0,5.03,4.59,0.271618,5.71301,22137825.0,5.93731,78400110.85082024,78400768.33349565,83540184.0,6.74,-25.46459,2024-12-05T09:36:59.103Z,0.00177843,282368.61834,2020-11-29T04:57:39.065Z,,2025-02-12T22:46:27.885Z
grass,grass,Grass,1.58,387919377,199,1590452154,35608033.0,1.6,1.44,0.064385,4.2462,16467150.0,4.43318,243905091.0,1000000000.0,1000000000.0,3.89,-60.83825,2024-11-08T12:26:05.892Z,0.654959,132.72818,2024-10-28T15:20:48.857Z,,2025-02-12T22:46:28.305Z
1inch,1inch,1inch,0.275064,386338803,200,414151474,37468628.0,0.27631,0.257171,0.01094078,4.1423,16757698.0,4.53424,1399266311.376045,1499999999.997,1499999999.997,8.65,-96.80674,2021-10-27T08:24:54.808Z,0.214183,28.98725,2024-09-04T01:07:01.297Z,,2025-02-12T22:46:31.287Z
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,1.073,380315115,201,385097020,1068321.0,1.087,1.069,-0.004202631758688069,-0.39003,1254708.0,0.331,351310075.9176829,355727285.8528192,,1.26,-14.62221,2024-03-27T05:24:08.110Z,0.934184,15.43348,2024-01-14T11:40:50.825Z,,2025-02-12T22:46:21.735Z
stader-ethx,ethx,Stader ETHx,2914.0,379105428,202,379105428,2408806.0,2933.65,2704.48,167.25,6.08892,22023752.0,6.16771,129275.9061724453,129276.8806652068,,4275.3,-31.80248,2024-12-16T18:57:35.904Z,1537.24,89.66725,2023-10-12T17:37:32.660Z,,2025-02-12T22:46:24.959Z
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,99276.0,372757562,203,372757562,1863119.0,99874.0,94112.0,4042.52,4.24486,17836544.0,5.0255,3749.94957601,3749.94957601,,109069.0,-9.84695,2025-01-20T07:10:58.883Z,58795.0,67.24082,2024-10-10T18:29:41.489Z,,2025-02-12T22:46:25.985Z
frax-ether,frxeth,Frax Ether,2749.19,369861080,207,369861080,1397035.0,2713.64,2576.89,140.43,5.38293,18353662.0,5.22142,134534.8706062647,134534.8706062647,,4084.25,-32.56067,2024-12-06T20:43:31.342Z,1137.25,142.19794,2022-11-23T02:25:33.267Z,,2025-02-12T22:46:26.475Z
safe,safe,Safe,0.68423,369777503,204,684172708,35974544.0,0.739857,0.561732,0.104987,18.12496,56615929.0,18.07882,540473917.0,1000000000.0,1000000000.0,3.56,-80.7075,2024-04-23T07:10:17.083Z,0.515333,33.2149,2025-02-03T02:11:24.630Z,,2025-02-12T22:46:28.826Z
the-grays-currency,ptgc,The Grays Currency,0.00123293,365479701,206,365479701,521668.0,0.00123974,0.00107297,8.066e-05,7.00031,26392633.0,7.78344,294000136793.5213,293999753587.842,333333333333.0,0.00132623,-6.64165,2025-02-11T10:42:43.215Z,2.17e-06,56993.93416,2023-12-06T01:25:33.453Z,,2025-02-12T22:46:26.053Z
dydx,ethdydx,dYdX,0.809817,364774949,208,364774949,37432023.0,0.813802,0.723965,0.061791,8.2605,28560818.0,8.49483,448552239.81523407,448552239.81523407,1000000000.0,27.86,-97.07992,2021-09-30T01:23:43.570Z,0.642404,26.6393,2025-02-03T02:57:18.317Z,,2025-02-12T22:46:26.174Z
sweth,sweth,Swell Ethereum,2995.23,363394953,205,363405085,306266.0,3018.22,2783.12,176.51,6.2622,20887252.0,6.09833,121323.095741077,121326.478319651,,4395.57,-31.40964,2024-12-16T18:45:57.408Z,1535.26,96.37989,2023-10-12T17:25:37.017Z,,2025-02-12T22:46:25.374Z
would,would,would,0.359449,360788812,210,360788812,756845.0,0.361149,0.305554,0.03990629,12.48858,42099735.0,13.21029,999453281.979899,999453281.979899,999500000.0,0.443032,-20.01203,2024-12-31T20:31:13.386Z,0.00142393,24786.8597,2024-12-04T09:40:03.945Z,,2025-02-12T22:46:28.627Z
ai-companions,aic,AI Companions,0.363867,357258944,209,357258944,13309681.0,0.399921,0.360444,-0.03042322430899569,-7.71595,-38889806.84686768,-9.81697,1000000000.0,1000000000.0,1000000000.0,0.544605,-32.18028,2025-02-04T14:47:32.692Z,0.03751432,884.5568,2024-11-11T08:25:53.573Z,,2025-02-12T22:46:31.436Z
havven,snx,Synthetix Network,1.047,356776625,211,357221860,53767641.0,1.052,0.930523,0.087111,9.07868,31988456.0,9.84902,339466216.9903987,339889850.0887736,339889850.0887736,28.53,-96.31099,2021-02-14T01:12:38.505Z,0.0347864,2925.77742,2019-01-06T00:00:00.000Z,"{'times': 1.093248104581748, 'currency': 'usd', 'percentage': 109.3248104581748}",2025-02-12T22:46:29.107Z
qtum,qtum,Qtum,3.36,355956839,212,363722657,118855756.0,3.67,3.11,0.073755,2.24156,9587067.0,2.76787,105520297.0,107822406.0,,100.22,-96.62785,2018-01-06T00:00:00.000Z,0.783142,331.55676,2020-03-13T02:22:57.149Z,"{'times': 10.21361562675994, 'currency': 'usd', 'percentage': 1021.361562675994}",2025-02-12T22:46:23.422Z
creditcoin-2,ctc,Creditcoin,0.83878,355513799,213,505368327,11802550.0,0.848172,0.78264,0.02359252,2.89412,12122832.0,3.53033,422084779.0,599999997.0,,8.67,-90.27666,2021-03-14T03:54:22.148Z,0.128298,556.7254,2023-10-19T04:10:52.176Z,,2025-02-12T22:46:25.214Z
mog-coin,mog,Mog Coin,8.93859e-07,350560257,215,350560257,19535780.0,8.97511e-07,7.81499e-07,6.3213e-08,7.61011,25993044.0,8.00852,390567524379062.56,390567524379062.56,420690000000000.0,4.02e-06,-77.71118,2024-12-07T03:55:46.658Z,4.526e-09,19678.10124,2023-07-24T17:10:57.805Z,,2025-02-12T22:46:30.848Z
snek,snek,Snek,0.00467659,347819695,218,352493568,2401699.0,0.00478127,0.00437395,-1.181953617118e-05,-0.2521,-1113837.542768538,-0.31921,74417870353.0,75417870353.0,76715880000.0,0.00895508,-47.67717,2024-12-05T11:50:53.994Z,0.00013847,3283.83938,2023-10-20T02:25:36.411Z,,2025-02-12T22:46:24.504Z
vethor-token,vtho,VeThor,0.00402814,347011518,217,347042523,28514931.0,0.00416111,0.00376088,6.037e-05,1.52139,5560051.0,1.62836,86146795806.0,86154492816.0,,0.04671227,-91.36617,2018-08-29T02:40:46.956Z,0.00015238,2546.79181,2020-03-16T10:14:24.544Z,,2025-02-12T22:46:29.859Z
layerzero,zro,LayerZero,3.12,346602181,216,3118248143,71196181.0,3.13,2.77,0.214498,7.38693,24540618.0,7.61985,111152854.20763355,1000000000.0,1000000000.0,7.47,-58.17638,2024-12-06T14:15:52.674Z,2.29,36.48664,2025-02-03T02:11:20.249Z,,2025-02-12T22:46:29.963Z
theta-fuel,tfuel,Theta Fuel,0.050388,345830553,219,345892580,5819645.0,0.051124,0.04756925,-0.000622892032822578,-1.2211,-2076417.1723366976,-0.59683,6840713528.0,6841940464.0,,0.68159,-92.59611,2021-06-09T06:50:55.818Z,0.00090804,5457.49057,2020-03-13T02:30:37.972Z,,2025-02-12T22:46:26.010Z
kusama,ksm,Kusama,21.25,342991222,220,343034055,17884219.0,21.3,19.41,1.36,6.8173,22814109.0,7.12547,16099848.72548207,16101859.29128504,,621.71,-96.57399,2021-05-18T05:04:41.858Z,0.876572,2329.88421,2020-01-14T19:20:20.768Z,,2025-02-12T22:46:29.869Z
just,jst,JUST,0.0344793,342280502,221,342280502,40515270.0,0.03457719,0.03343363,0.00016065,0.46812,3014983.0,0.88868,9900000000.0,9900000000.0,9900000000.0,0.193254,-82.1109,2021-04-05T04:34:23.454Z,0.00476275,625.87165,2020-05-09T06:08:54.872Z,,2025-02-12T22:46:29.670Z
b3,b3,B3 (Base),0.01599673,340613183,214,1599673405,426224069.0,0.01828807,0.00992928,0.00585506,57.73271,123781712.0,57.0866,21292670212.0,100000000000.0,100000000000.0,0.01828807,-11.19169,2025-02-12T00:45:46.101Z,0.00401252,304.76631,2025-02-10T22:06:27.822Z,,2025-02-12T22:46:23.080Z
superfarm,super,SuperVerse,0.752134,339793372,222,752261674,31085702.0,0.751733,0.677576,0.02012039,2.74864,9662312.0,2.92681,451694843.416917,999998077.4169172,999998077.4169172,4.74,-84.15942,2021-03-31T07:38:55.006Z,0.070397,966.91297,2023-10-19T02:20:23.295Z,,2025-02-12T22:46:25.347Z
dash,dash,Dash,27.89,339357708,223,339373079,68431580.0,27.95,26.02,0.782805,2.8879,10751419.0,3.27182,12142255.14005012,12142805.1254075,18920000.0,1493.59,-98.1317,2017-12-20T00:00:00.000Z,0.213899,12945.75182,2014-02-14T00:00:00.000Z,,2025-02-12T22:46:25.362Z
safepal,sfp,SafePal,0.672424,337157098,224,337157098,12590597.0,0.6743,0.628324,0.02829176,4.39223,16155162.0,5.03273,500000000.0,500000000.0,500000000.0,4.19,-83.89322,2021-02-09T18:30:34.250Z,0.269235,150.51334,2022-06-14T02:06:50.102Z,,2025-02-12T22:46:23.854Z
compound-wrapped-btc,cwbtc,cWBTC,1966.83,335177473,225,335177473,0.0,1967.32,1894.03,38.8,2.01241,7432030.0,2.26762,170372.43301227,170377.51667939,,2187.46,-10.0635,2025-01-20T09:10:13.583Z,91.15,2058.31066,2020-03-16T11:09:17.436Z,,2025-02-12T22:45:32.038Z
mx-token,mx,MX,3.46,329288961,226,1450927056,44805080.0,3.54,3.35,0.090814,2.69581,9485716.0,2.96611,94954334.0,418391834.0,,5.85,-40.83112,2024-04-09T22:10:39.934Z,0.04218457,8111.80266,2019-11-25T05:59:45.392Z,,2025-02-12T22:46:31.020Z
binance-peg-busd,busd,Binance-Peg BUSD,1.001,324199232,227,324199232,26629402.0,1.011,0.99488,-0.000853255894375904,-0.08521,346540.0,0.10701,323477997.5096949,323477997.5096949,,1.064,-5.92116,2023-10-23T22:45:26.927Z,0.954278,4.89832,2023-11-21T17:49:36.929Z,,2025-02-12T22:46:26.949Z
wemix-token,wemix,WEMIX,0.77673,323920534,228,416806656,2782597.0,0.797052,0.744528,-0.008254034386564246,-1.05149,-2625200.160025239,-0.80393,417057949.6551715,536651773.9026076,590000000.0,24.71,-96.85227,2021-11-21T17:33:44.178Z,0.128398,505.81886,2021-06-22T12:52:49.089Z,,2025-02-12T22:46:28.286Z
blur,blur,Blur,0.146245,322060544,229,438810638,30809651.0,0.146864,0.131844,0.00996546,7.31252,21670922.0,7.21427,2201819071.299467,3000000000.0,3000000000.0,5.02,-97.07801,2023-02-14T17:33:55.928Z,0.109611,33.72177,2024-08-05T13:30:41.661Z,,2025-02-12T22:46:24.012Z
notcoin,not,Notcoin,0.00312235,321356274,230,321356274,73545645.0,0.00313504,0.00275038,0.00028554,10.06565,31008878.0,10.67992,102456957077.5639,102456957077.5639,,0.02836145,-88.99276,2024-06-02T18:00:38.587Z,0.00236798,31.83426,2025-02-03T02:55:39.524Z,,2025-02-12T22:46:31.283Z
polygon-bridged-wbtc-polygon-pos,wbtc,Polygon Bridged WBTC (Polygon POS),97650.0,319106811,231,319106811,13950896.0,97768.0,94615.0,1854.96,1.93639,1675744.0,0.52791,3263.08520441,3263.08520441,,108124.0,-9.86366,2025-01-20T09:17:25.063Z,49937.0,95.16126,2024-08-05T13:19:56.346Z,,2025-02-12T22:46:23.022Z
baby-doge-coin,babydoge,Baby Doge Coin,1.892e-09,316898529,232,804387234,69704318.0,2.003e-09,1.481e-09,3.45906e-10,22.38007,61881562.0,24.26566,1.6546431437985178e+17,4.2e+17,4.2e+17,6.498e-09,-70.48038,2024-12-10T07:26:04.687Z,9.4771e-11,1923.95102,2021-06-09T02:48:21.787Z,,2025-02-12T22:46:23.304Z
holotoken,hot,Holo,0.00177848,316473445,233,316473445,26418792.0,0.00179274,0.00166477,0.00010309,6.1529,18140326.0,6.08056,177619433541.1413,177619433541.1413,,0.03126682,-94.30007,2021-04-05T16:04:52.608Z,0.0002202,709.3537,2020-03-13T02:23:01.612Z,"{'times': 1.834479059398289, 'currency': 'eth', 'percentage': 183.4479059398289}",2025-02-12T22:46:29.394Z
gigachad-2,giga,Gigachad,0.03294639,316284338,234,316284338,14198958.0,0.03541687,0.03074508,-0.0022377504007704,-6.36011,-22379817.150424182,-6.60826,9604136902.35,9604136902.35,10000000000.0,0.095127,-65.37046,2025-01-03T16:26:00.996Z,1.244e-05,264660.72761,2024-02-06T19:23:17.592Z,,2025-02-12T22:46:27.986Z
popcat,popcat,Popcat,0.317252,315707069,236,315707069,117989783.0,0.318937,0.241766,0.054632,20.80263,56243683.0,21.67692,979978669.96,979978669.96,979978694.0,2.05,-84.54138,2024-11-17T15:50:59.669Z,0.00379728,8264.75682,2024-01-05T15:34:24.842Z,,2025-02-12T22:46:23.199Z
oasis-network,rose,Oasis,0.04662877,315602469,237,468962913,28806182.0,0.04667626,0.04232085,0.00293536,6.71809,21917649.0,7.46298,6729795897.58809,10000000000.0,10000000000.0,0.597347,-92.1815,2022-01-15T03:31:11.062Z,0.03200566,45.92274,2020-11-26T17:09:12.182Z,,2025-02-12T22:46:31.338Z
astar,astr,Astar,0.04150302,315288076,235,346735434,22907781.0,0.04160051,0.03850554,0.00211236,5.36259,16493477.0,5.52001,7596965621.0,8354699638.0,,0.421574,-90.12632,2022-01-17T13:34:36.289Z,0.03269521,27.3117,2022-10-13T13:05:41.982Z,,2025-02-12T22:46:24.295Z
mimblewimblecoin,mwc,MimbleWimbleCoin,28.13,309523754,238,309530556,33705.0,30.08,27.52,-0.5635666711544758,-1.96433,-5263093.131601095,-1.67195,10974250.1569404,10974491.3069404,20000000.0,38.81,-27.33422,2025-01-31T13:06:55.142Z,0.298733,9340.71688,2019-12-05T00:00:00.000Z,,2025-02-12T22:46:30.700Z
livepeer,lpt,Livepeer,8.09,309156078,239,309156078,33312805.0,8.12,7.53,0.190169,2.40819,9452400.0,3.15392,38030750.39912712,38030750.39912712,38030750.39912712,99.03,-91.79909,2021-11-09T16:58:44.554Z,0.354051,2193.79055,2019-10-26T22:59:09.500Z,,2025-02-12T22:46:30.291Z
zilliqa,zil,Zilliqa,0.01556121,304676688,240,315381913,23907662.0,0.01561542,0.01426929,0.00080577,5.46083,17265724.0,6.00733,19522675574.44501,20208631000.15501,21000000000.0,0.255376,-93.8852,2021-05-06T17:33:45.940Z,0.00239616,551.69803,2020-03-13T02:22:55.161Z,"{'times': -0.3361475730359472, 'currency': 'eth', 'percentage': -33.61475730359472}",2025-02-12T22:46:29.087Z
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),0.00298613,299575211,242,299575211,10157688.0,0.00298921,0.00272637,6.112e-05,2.0894,7094123.0,2.4255,100000000000.0,100000000000.0,100000000000.0,0.0099237,-69.928,2024-12-11T16:05:38.574Z,0.0018022,65.58975,2024-08-05T06:45:06.508Z,,2025-02-12T22:46:26.930Z
liquid-staked-ethereum,lseth,Liquid Staked ETH,3009.15,299101136,241,299101136,29139.0,3016.28,2786.4,185.34,6.56351,18208808.0,6.48249,99395.90135863166,99395.90135863166,,4332.67,-30.41234,2024-12-06T20:27:20.677Z,1384.61,117.75141,2023-03-10T11:26:12.210Z,,2025-02-12T22:46:30.008Z
nervos-network,ckb,Nervos Network,0.00648034,299065182,243,303719905,14551702.0,0.00650889,0.00594901,0.00020472,3.26215,11686018.0,4.06641,45941091212.78746,46656129443.54248,,0.04370633,-85.10632,2021-03-31T17:08:59.155Z,0.00197892,228.94098,2022-12-17T14:25:57.243Z,"{'times': -0.3519659002695278, 'currency': 'usd', 'percentage': -35.19659002695278}",2025-02-12T22:46:31.130Z
stakewise-v3-oseth,oseth,StakeWise Staked ETH,2839.17,297078630,244,297078630,239268.0,2846.09,2674.76,121.35,4.46482,13134607.0,4.62577,104400.8879555,104400.8879555,,4228.59,-32.85697,2024-12-06T20:32:35.136Z,2141.29,32.59285,2023-12-18T13:05:48.125Z,,2025-02-12T22:46:24.954Z
ket,ket,Ket,0.295389,294025310,245,294025310,30839644.0,0.385363,0.202627,0.08,37.14236,75973954.0,34.84223,1000000000.0,1000000000.0,1000000000.0,0.385363,-24.51053,2025-02-12T01:41:35.719Z,0.0085598,3298.54325,2025-01-20T18:04:38.640Z,,2025-02-12T22:46:29.794Z
basic-attention-token,bat,Basic Attention,0.192736,288955612,246,289794401,27749904.0,0.193141,0.17848,0.01312105,7.30509,20956277.0,7.81953,1495658356.9526057,1500000000.0,1500000000.0,1.9,-89.83716,2021-11-28T00:23:51.354Z,0.072394,166.80516,2017-07-16T00:00:00.000Z,"{'times': -0.5542871078358399, 'currency': 'eth', 'percentage': -55.42871078358399}",2025-02-12T22:46:23.392Z
cat-in-a-dogs-world,mew,cat in a dogs world,0.00319717,285522469,248,285522469,24340819.0,0.00321214,0.00290778,0.00016714,5.51596,16357825.0,6.07726,88888888888.88,88888888888.88,88888888888.88,0.01288153,-75.18442,2024-11-17T16:03:04.829Z,0.00091206,250.48497,2024-03-27T01:55:58.952Z,,2025-02-12T22:46:24.555Z
staked-frax-ether,sfrxeth,Staked Frax Ether,3049.61,284815522,247,284815051,246299.0,3062.96,2850.69,141.83,4.87763,12198297.0,4.47451,93642.51967123705,93642.36466752969,,7545.09,-59.6109,2023-02-16T07:51:36.849Z,1147.58,165.54872,2022-12-23T11:50:57.675Z,,2025-02-12T22:46:24.870Z
0x,zrx,0x Protocol,0.334705,283961477,249,334703710,34732973.0,0.335195,0.304116,0.02415705,7.77885,20581215.0,7.81426,848396562.906836,1000000000.0,1000000000.0,2.5,-86.57844,2018-01-13T00:00:00.000Z,0.120667,177.73084,2020-03-13T02:27:49.563Z,"{'times': 5.973016031307938, 'currency': 'usd', 'percentage': 597.3016031307938}",2025-02-12T22:46:31.236Z
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),0.997987,280520849,250,280520849,5631452.0,1.01,0.983372,-0.003498180217330948,-0.3493,1958601.0,0.70311,278758304.759875,278758304.759875,,1.26,-21.08987,2024-03-27T05:23:28.006Z,0.869914,14.74609,2024-03-15T09:13:18.491Z,,2025-02-12T22:46:30.391Z
